Date,Price,Open,High,Low,Vol.,Change %
09-03-2020,105.70,109.00,109.85,104.25,81550000.00,-7.44%
11-03-2020,98.90,104.85,106.50,97.80,111150000.00,-6.43%
12-03-2020,88.00,91.10,94.90,84.10,143550000.00,-11.02%
13-03-2020,89.75,81.90,94.15,78.05,106150000.00,1.99%
16-03-2020,82.95,85.60,87.65,82.20,73710000.00,-7.58%
17-03-2020,77.95,83.05,85.00,77.40,71850000.00,-6.03%
18-03-2020,75.50,79.90,80.45,75.10,70130000.00,-3.14%
19-03-2020,72.95,70.00,76.50,68.75,68120000.00,-3.38%
20-03-2020,77.30,74.00,79.60,72.65,86040000.00,5.96%
23-03-2020,66.20,70.00,72.00,66.00,34180000.00,-14.36%
24-03-2020,68.55,69.90,71.50,63.50,49550000.00,3.55%
25-03-2020,70.25,67.75,71.70,67.25,57720000.00,2.48%
26-03-2020,70.80,71.45,73.50,68.30,63820000.00,0.78%
27-03-2020,70.70,72.05,75.90,69.35,58820000.00,-0.14%
30-03-2020,68.15,68.80,70.00,67.25,35280000.00,-3.61%
31-03-2020,71.05,70.60,71.50,68.20,46170000.00,4.26%
01-04-2020,67.95,70.50,71.65,67.55,38170000.00,-4.36%
03-04-2020,65.30,66.90,66.90,64.80,35350000.00,-3.90%
07-04-2020,67.25,68.55,69.30,66.90,42070000.00,2.99%
08-04-2020,67.60,66.50,71.60,65.40,82180000.00,0.52%
09-04-2020,74.60,69.60,76.25,69.10,112680000.00,10.36%
13-04-2020,74.25,76.00,77.60,72.70,70410000.00,-0.47%
15-04-2020,72.90,75.40,78.70,71.95,81130000.00,-1.82%
16-04-2020,74.65,71.75,75.40,71.00,47910000.00,2.40%
17-04-2020,76.85,78.30,78.30,74.70,58340000.00,2.95%
20-04-2020,80.45,76.85,83.40,75.50,125430000.00,4.68%
21-04-2020,74.65,78.00,78.00,74.00,58250000.00,-7.21%
22-04-2020,75.90,74.45,76.55,72.55,56530000.00,1.67%
23-04-2020,75.65,76.75,78.65,75.40,50370000.00,-0.33%
24-04-2020,74.20,75.00,76.90,74.00,40050000.00,-1.92%
27-04-2020,75.25,75.90,76.20,74.80,27840000.00,1.42%
28-04-2020,76.95,75.65,78.20,75.20,34830000.00,2.26%
29-04-2020,78.15,77.45,79.30,76.55,40790000.00,1.56%
30-04-2020,93.25,85.95,93.75,85.95,170650000.00,19.32%
04-05-2020,83.90,87.00,87.20,81.50,91170000.00,-10.03%
05-05-2020,80.90,86.00,86.80,80.40,57120000.00,-3.58%
06-05-2020,83.20,81.55,83.95,80.35,53740000.00,2.84%
07-05-2020,82.50,82.90,84.65,82.10,31160000.00,-0.84%
08-05-2020,81.05,84.50,84.95,80.55,35360000.00,-1.76%
11-05-2020,86.10,81.45,90.65,81.40,152590000.00,6.23%
12-05-2020,86.20,85.95,87.70,83.50,77550000.00,0.12%
13-05-2020,87.20,92.50,92.50,86.25,68090000.00,1.16%
14-05-2020,83.80,83.95,85.30,82.55,46340000.00,-3.90%
15-05-2020,84.35,84.70,85.35,82.80,38590000.00,0.66%
18-05-2020,80.65,84.50,84.50,79.60,44220000.00,-4.39%
19-05-2020,81.80,82.50,85.65,81.50,65380000.00,1.43%
20-05-2020,83.45,81.25,84.40,80.70,36350000.00,2.02%
21-05-2020,84.10,83.10,85.20,82.90,37290000.00,0.78%
22-05-2020,82.80,83.40,83.90,82.00,29250000.00,-1.55%
26-05-2020,83.10,83.90,85.70,82.60,38020000.00,0.36%
27-05-2020,84.55,84.10,86.00,84.00,57960000.00,1.74%
28-05-2020,87.00,86.00,88.15,84.55,96180000.00,2.90%
29-05-2020,87.00,85.55,87.50,84.65,80820000.00,0.00%
01-06-2020,89.55,88.90,91.20,88.00,71080000.00,2.93%
02-06-2020,96.50,90.00,97.30,89.75,125410000.00,7.76%
03-06-2020,98.75,100.00,101.45,97.40,90600000.00,2.33%
04-06-2020,98.50,99.00,101.40,96.80,72080000.00,-0.25%
05-06-2020,110.75,100.45,112.45,99.05,187210000.00,12.44%
08-06-2020,115.45,114.00,119.15,113.35,136950000.00,4.24%
09-06-2020,111.45,117.45,117.90,110.25,79470000.00,-3.46%
10-06-2020,111.40,111.00,113.00,108.50,84040000.00,-0.04%
11-06-2020,106.15,109.90,111.15,105.00,55490000.00,-4.71%
12-06-2020,105.30,98.00,106.25,98.00,93000000.00,-0.80%
15-06-2020,100.50,104.65,104.65,100.05,69320000.00,-4.56%
16-06-2020,94.75,102.00,103.50,92.00,215480000.00,-5.72%
17-06-2020,95.40,93.00,96.40,91.80,110830000.00,0.69%
18-06-2020,96.35,95.00,97.20,94.15,58960000.00,1.00%
19-06-2020,102.50,96.50,103.90,95.60,135460000.00,6.38%
22-06-2020,102.65,102.35,104.90,101.00,68550000.00,0.15%
23-06-2020,104.40,103.00,106.00,101.90,68640000.00,1.70%
24-06-2020,104.80,105.25,110.80,104.20,125460000.00,0.38%
25-06-2020,103.80,103.85,106.30,101.65,63200000.00,-0.95%
26-06-2020,101.40,105.40,106.05,100.35,56330000.00,-2.31%
29-06-2020,99.45,101.40,101.40,98.05,43280000.00,-1.92%
30-06-2020,98.25,101.75,102.30,97.30,50770000.00,-1.21%
01-07-2020,100.75,99.00,101.45,98.20,50870000.00,2.54%
02-07-2020,101.55,100.75,102.95,100.40,48090000.00,0.79%
03-07-2020,103.45,102.85,106.35,102.10,87310000.00,1.87%
06-07-2020,109.00,105.00,109.90,104.50,91970000.00,5.36%
07-07-2020,109.05,109.80,112.60,108.05,85840000.00,0.05%
08-07-2020,105.35,109.50,110.85,104.20,55890000.00,-3.39%
09-07-2020,106.95,106.30,108.95,104.65,54490000.00,1.52%
10-07-2020,107.60,106.70,108.60,105.40,64690000.00,0.61%
13-07-2020,108.00,108.85,112.10,106.85,81900000.00,0.37%
14-07-2020,105.15,106.90,107.55,104.10,46930000.00,-2.64%
15-07-2020,103.20,106.80,106.80,102.50,49690000.00,-1.85%
16-07-2020,102.95,103.95,103.95,100.60,44330000.00,-0.24%
17-07-2020,106.40,103.65,106.95,103.30,42080000.00,3.35%
20-07-2020,105.05,106.35,106.35,103.85,39790000.00,-1.27%
21-07-2020,108.45,106.00,109.70,105.50,66010000.00,3.24%
22-07-2020,105.15,108.50,109.75,104.25,50740000.00,-3.04%
23-07-2020,106.05,105.45,106.45,104.70,30720000.00,0.86%
24-07-2020,103.75,104.70,105.50,102.70,39370000.00,-2.17%
27-07-2020,101.70,104.00,104.50,101.30,29650000.00,-1.98%
28-07-2020,106.45,102.30,107.20,102.00,64270000.00,4.67%
29-07-2020,105.75,108.10,108.75,104.85,44560000.00,-0.66%
30-07-2020,103.65,106.40,106.75,102.85,33380000.00,-1.99%
31-07-2020,104.65,104.00,105.40,102.30,33810000.00,0.96%
03-08-2020,113.05,103.00,114.40,102.90,194770000.00,8.03%
04-08-2020,111.45,112.95,115.10,110.80,95910000.00,-1.42%
05-08-2020,115.40,112.40,117.65,112.00,99370000.00,3.54%
06-08-2020,116.80,116.20,117.70,115.50,60090000.00,1.21%
07-08-2020,119.10,117.00,119.70,116.00,56490000.00,1.97%
10-08-2020,123.85,119.95,124.70,119.70,71100000.00,3.99%
11-08-2020,122.30,125.00,125.80,121.40,50230000.00,-1.25%
12-08-2020,125.35,121.00,126.40,120.60,50720000.00,2.49%
13-08-2020,131.15,126.10,131.90,124.40,95490000.00,4.63%
14-08-2020,124.60,131.15,132.65,123.70,75030000.00,-4.99%
17-08-2020,123.55,124.50,126.25,120.60,61150000.00,-0.84%
18-08-2020,125.60,124.00,127.50,123.60,62150000.00,1.66%
19-08-2020,125.15,127.00,127.60,124.75,45130000.00,-0.36%
20-08-2020,121.70,123.45,125.65,121.10,43530000.00,-2.76%
21-08-2020,120.90,124.20,124.20,120.15,48650000.00,-0.66%
24-08-2020,121.20,122.00,123.00,120.80,31300000.00,0.25%
25-08-2020,127.10,121.80,128.35,121.10,90270000.00,4.87%
26-08-2020,137.90,130.50,139.00,128.35,197520000.00,8.50%
27-08-2020,144.25,140.10,146.85,139.30,181380000.00,4.60%
28-08-2020,142.80,144.15,146.20,140.50,95200000.00,-1.01%
31-08-2020,143.20,144.50,147.95,138.20,160560000.00,0.28%
01-09-2020,143.80,143.40,145.15,140.40,58810000.00,0.42%
02-09-2020,150.30,144.30,151.65,141.45,74950000.00,4.52%
03-09-2020,151.85,151.60,155.20,149.55,110160000.00,1.03%
04-09-2020,147.80,147.90,153.65,147.00,95570000.00,-2.67%
07-09-2020,149.40,150.00,152.00,148.00,82620000.00,1.08%
08-09-2020,142.30,149.45,149.60,141.20,76300000.00,-4.75%
09-09-2020,140.10,141.00,141.75,135.70,105360000.00,-1.55%
10-09-2020,143.30,142.80,144.50,138.00,79610000.00,2.28%
11-09-2020,144.30,143.10,146.80,141.65,65140000.00,0.70%
14-09-2020,148.55,147.20,151.10,145.50,84510000.00,2.95%
15-09-2020,148.40,149.40,149.40,146.55,42890000.00,-0.10%
16-09-2020,151.45,149.20,154.30,148.55,85060000.00,2.06%
17-09-2020,147.65,150.80,151.00,146.20,48120000.00,-2.51%
18-09-2020,147.90,148.70,150.50,146.25,46270000.00,0.17%
21-09-2020,137.45,147.75,147.75,135.50,64740000.00,-7.07%
22-09-2020,133.10,138.00,138.15,129.65,87300000.00,-3.16%
23-09-2020,131.40,135.50,136.70,127.90,74980000.00,-1.28%
24-09-2020,122.80,127.90,128.80,122.15,62420000.00,-6.54%
25-09-2020,127.25,123.70,128.35,123.10,65040000.00,3.62%
28-09-2020,132.85,128.90,134.30,127.50,61830000.00,4.40%
29-09-2020,131.70,134.95,136.00,130.70,63370000.00,-0.87%
30-09-2020,133.30,131.55,134.40,130.30,48860000.00,1.21%
01-10-2020,133.50,135.90,136.50,132.55,40490000.00,0.15%
05-10-2020,133.90,136.95,137.50,132.05,55270000.00,0.30%
06-10-2020,144.75,138.00,145.80,136.00,162050000.00,8.10%
07-10-2020,141.00,144.25,144.50,139.80,68270000.00,-2.59%
08-10-2020,140.95,142.85,143.50,139.60,40940000.00,-0.04%
09-10-2020,138.45,141.15,142.65,138.00,37100000.00,-1.77%
12-10-2020,135.90,139.65,139.65,133.00,39280000.00,-1.84%
13-10-2020,134.10,135.40,137.10,132.85,38970000.00,-1.32%
14-10-2020,130.70,133.75,134.65,128.80,45790000.00,-2.54%
15-10-2020,126.95,131.50,134.35,126.50,64000000.00,-2.87%
16-10-2020,127.75,129.40,130.05,126.00,62550000.00,0.63%
19-10-2020,128.25,129.80,130.40,127.80,33160000.00,0.39%
20-10-2020,129.65,128.10,130.30,126.35,27470000.00,1.09%
21-10-2020,130.25,131.05,133.10,128.30,39250000.00,0.46%
22-10-2020,133.50,129.70,134.60,128.45,48810000.00,2.50%
23-10-2020,137.00,134.90,138.90,134.10,68710000.00,2.62%
26-10-2020,133.70,138.40,140.80,131.25,88530000.00,-2.41%
27-10-2020,135.65,134.15,136.75,130.85,56860000.00,1.46%
28-10-2020,134.80,139.00,143.25,133.50,152360000.00,-0.63%
29-10-2020,131.90,132.00,133.00,130.00,66630000.00,-2.15%
30-10-2020,132.65,133.20,134.50,130.30,51130000.00,0.57%
02-11-2020,132.85,133.65,134.00,131.10,40390000.00,0.15%
03-11-2020,134.10,135.00,137.40,133.55,52070000.00,0.94%
04-11-2020,135.90,135.60,137.00,134.00,44680000.00,1.34%
05-11-2020,137.65,137.00,138.00,136.00,38930000.00,1.29%
06-11-2020,139.00,137.65,142.30,137.65,67970000.00,0.98%
09-11-2020,141.00,140.60,141.50,138.70,40280000.00,1.44%
10-11-2020,146.00,144.05,146.70,142.75,68790000.00,3.55%
11-11-2020,150.95,146.50,151.50,145.65,78580000.00,3.39%
12-11-2020,151.20,150.95,153.85,150.00,56150000.00,0.17%
13-11-2020,146.35,150.00,150.00,145.35,32570000.00,-3.21%
17-11-2020,158.00,152.50,159.35,152.20,82640000.00,7.96%
18-11-2020,173.50,158.85,178.80,158.55,171800000.00,9.81%
19-11-2020,167.95,171.40,176.35,166.55,109450000.00,-3.20%
20-11-2020,169.10,170.05,171.55,165.55,66940000.00,0.68%
23-11-2020,170.70,169.50,173.90,165.55,54570000.00,0.95%
24-11-2020,172.05,171.85,175.50,171.10,47700000.00,0.79%
25-11-2020,171.45,175.00,176.80,169.25,54370000.00,-0.35%
26-11-2020,173.75,171.60,175.00,171.05,39090000.00,1.34%
27-11-2020,180.35,174.65,183.85,174.65,125930000.00,3.80%
01-12-2020,179.75,182.35,182.40,178.10,48880000.00,-0.33%
02-12-2020,183.60,184.00,187.35,181.10,88110000.00,2.14%
03-12-2020,184.85,185.00,186.00,183.25,33330000.00,0.68%
04-12-2020,184.15,186.50,188.80,182.20,48000000.00,-0.38%
07-12-2020,183.55,184.45,186.45,182.70,29800000.00,-0.33%
08-12-2020,181.80,184.95,185.70,178.95,42140000.00,-0.95%
09-12-2020,182.70,183.00,186.40,181.65,40300000.00,0.50%
10-12-2020,177.60,182.70,182.70,176.40,38370000.00,-2.79%
11-12-2020,178.85,177.95,181.45,176.50,43070000.00,0.70%
14-12-2020,177.65,181.00,181.50,176.70,33190000.00,-0.67%
15-12-2020,178.90,176.45,179.70,173.25,41190000.00,0.70%
16-12-2020,182.55,181.00,183.80,180.10,51260000.00,2.04%
17-12-2020,181.70,184.00,184.00,180.65,34100000.00,-0.47%
18-12-2020,180.55,180.90,181.50,176.65,46070000.00,-0.63%
21-12-2020,164.55,176.00,177.55,162.50,75580000.00,-8.86%
22-12-2020,164.95,164.55,169.20,156.70,110010000.00,0.24%
23-12-2020,169.20,165.00,169.70,163.40,56930000.00,2.58%
24-12-2020,175.95,172.00,178.00,172.00,73830000.00,3.99%
28-12-2020,186.35,179.85,187.40,179.00,98010000.00,5.91%
29-12-2020,183.45,187.90,188.45,181.10,71320000.00,-1.56%
30-12-2020,184.15,183.10,185.40,180.40,38580000.00,0.38%
31-12-2020,183.85,184.85,187.50,182.80,48980000.00,-0.16%
01-01-2021,186.50,184.95,187.00,184.50,27330000.00,1.44%
04-01-2021,191.30,191.80,193.00,188.75,63980000.00,2.57%
05-01-2021,193.20,187.10,193.90,185.05,75750000.00,0.99%
06-01-2021,195.40,194.45,197.60,190.65,75620000.00,1.14%
07-01-2021,196.75,197.00,200.35,195.10,66020000.00,0.69%
08-01-2021,198.15,198.75,201.50,197.10,53990000.00,0.71%
11-01-2021,220.65,199.90,225.40,199.65,182480000.00,11.36%
12-01-2021,237.80,227.00,252.40,224.10,390580000.00,7.77%
13-01-2021,242.60,242.90,248.80,238.40,164650000.00,2.02%
14-01-2021,245.10,242.85,249.80,238.60,86820000.00,1.03%
15-01-2021,260.30,246.00,264.65,242.60,250040000.00,6.20%
18-01-2021,245.95,261.65,262.45,241.15,173380000.00,-5.51%
19-01-2021,258.65,251.50,261.70,251.30,136860000.00,5.16%
20-01-2021,274.90,260.00,277.50,258.85,205150000.00,6.28%
21-01-2021,290.60,281.00,299.00,280.00,283610000.00,5.71%
22-01-2021,289.35,295.95,306.90,278.35,316010000.00,-0.43%
25-01-2021,279.15,296.90,299.50,277.35,164350000.00,-3.53%
27-01-2021,267.50,274.90,275.00,265.70,126590000.00,-4.17%
28-01-2021,266.80,260.05,273.40,259.05,129160000.00,-0.26%
29-01-2021,262.70,273.00,278.80,260.60,138440000.00,-1.54%
01-02-2021,279.60,269.75,282.00,255.35,165660000.00,6.43%
02-02-2021,322.00,293.60,328.85,290.40,251970000.00,15.16%
03-02-2021,331.00,339.20,341.90,326.20,224190000.00,2.80%
04-02-2021,326.15,329.00,334.50,322.45,121030000.00,-1.47%
05-02-2021,315.90,327.60,330.00,312.60,103510000.00,-3.14%
08-02-2021,335.95,318.75,339.25,318.00,102120000.00,6.35%
09-02-2021,325.05,337.00,338.50,322.20,105980000.00,-3.24%
10-02-2021,328.90,326.00,332.65,319.50,93470000.00,1.18%
11-02-2021,325.00,326.45,331.35,323.40,55260000.00,-1.19%
12-02-2021,325.40,326.40,330.50,321.25,64090000.00,0.12%
15-02-2021,333.35,329.90,335.80,324.00,78680000.00,2.44%
16-02-2021,329.20,335.45,337.90,327.50,65940000.00,-1.24%
17-02-2021,330.15,326.90,334.25,325.45,52150000.00,0.29%
18-02-2021,323.85,331.50,331.75,321.10,49200000.00,-1.91%
19-02-2021,311.85,321.95,321.95,301.40,80270000.00,-3.71%
22-02-2021,304.50,312.45,313.90,302.15,57720000.00,-2.36%
23-02-2021,324.00,308.50,328.90,308.50,133310000.00,6.40%
24-02-2021,321.65,325.00,330.00,316.50,50820000.00,-0.73%
25-02-2021,333.15,325.35,334.70,323.25,64510000.00,3.58%
26-02-2021,322.95,323.00,332.95,318.85,91900000.00,-3.06%
01-03-2021,328.30,330.00,331.85,322.70,61190000.00,1.66%
02-03-2021,345.75,331.10,347.20,326.45,127710000.00,5.32%
03-03-2021,348.50,348.65,357.00,346.50,92010000.00,0.80%
04-03-2021,339.20,339.00,345.40,337.30,59860000.00,-2.67%
05-03-2021,325.15,333.00,337.85,319.70,86740000.00,-4.14%
08-03-2021,321.25,331.75,331.75,318.80,81930000.00,-1.20%
09-03-2021,315.20,325.00,328.35,309.60,74700000.00,-1.88%
10-03-2021,321.45,319.50,324.45,316.70,58640000.00,1.98%
12-03-2021,317.55,325.05,326.50,314.15,48360000.00,-1.21%
15-03-2021,318.55,320.00,320.40,310.05,45080000.00,0.31%
16-03-2021,319.95,321.00,321.90,315.10,39270000.00,0.44%
17-03-2021,305.80,318.60,320.00,304.00,47260000.00,-4.42%
18-03-2021,307.00,311.00,316.60,299.75,73730000.00,0.39%
19-03-2021,308.95,303.50,311.00,290.20,109930000.00,0.64%
22-03-2021,303.05,306.45,307.50,300.10,56390000.00,-1.91%
23-03-2021,307.40,305.00,312.25,304.00,60240000.00,1.44%
24-03-2021,294.45,303.55,305.00,293.20,61520000.00,-4.21%
25-03-2021,285.55,294.00,294.00,282.25,84530000.00,-3.02%
26-03-2021,296.40,290.50,301.40,290.50,80920000.00,3.80%
30-03-2021,297.05,300.50,301.30,292.70,45260000.00,0.22%
31-03-2021,301.80,299.00,307.50,297.50,58570000.00,1.60%
01-04-2021,307.75,306.75,309.85,303.05,44090000.00,1.97%
05-04-2021,305.05,306.80,311.70,297.20,66180000.00,-0.88%
06-04-2021,307.75,306.15,313.80,304.80,63030000.00,0.89%
07-04-2021,307.80,306.75,310.65,305.10,39070000.00,0.02%
08-04-2021,313.95,307.90,319.80,307.50,62460000.00,2.00%
09-04-2021,318.20,313.20,325.00,312.50,75460000.00,1.35%
12-04-2021,286.55,307.85,307.85,282.90,105340000.00,-9.95%
13-04-2021,302.85,287.25,304.55,280.55,116870000.00,5.69%
15-04-2021,303.50,303.00,307.55,296.50,75260000.00,0.21%
16-04-2021,310.00,302.00,315.00,300.15,75330000.00,2.14%
19-04-2021,301.40,295.00,304.50,292.80,65790000.00,-2.77%
20-04-2021,298.05,307.70,308.15,294.20,56740000.00,-1.11%
22-04-2021,294.55,294.00,302.50,292.20,61020000.00,-1.17%
23-04-2021,294.00,291.00,300.00,290.50,58160000.00,-0.19%
26-04-2021,295.40,297.00,299.00,294.60,30580000.00,0.48%
27-04-2021,301.50,295.70,302.50,295.10,35040000.00,2.06%
28-04-2021,305.90,303.50,309.50,303.00,44670000.00,1.46%
29-04-2021,301.90,308.90,310.00,301.25,36650000.00,-1.31%
30-04-2021,293.85,298.20,301.30,292.55,36120000.00,-2.67%
03-05-2021,293.00,289.30,294.75,285.00,35380000.00,-0.29%
04-05-2021,289.45,296.35,299.75,288.05,38640000.00,-1.21%
05-05-2021,291.50,293.50,293.90,288.50,29350000.00,0.71%
06-05-2021,301.25,291.50,302.00,290.30,45030000.00,3.34%
07-05-2021,302.75,303.00,305.95,300.50,41590000.00,0.50%
10-05-2021,314.85,304.50,315.70,304.00,53260000.00,4.00%
11-05-2021,315.55,309.55,320.75,308.10,58470000.00,0.22%
12-05-2021,326.00,318.25,334.75,316.25,111580000.00,3.31%
14-05-2021,312.25,329.35,329.50,310.00,81310000.00,-4.22%
17-05-2021,321.10,315.40,323.85,311.40,51160000.00,2.83%
18-05-2021,332.45,325.95,336.65,324.00,86150000.00,3.53%
19-05-2021,314.45,313.00,322.95,312.10,119410000.00,-5.41%
20-05-2021,307.70,316.00,316.60,306.10,54040000.00,-2.15%
21-05-2021,313.10,312.00,315.70,309.50,40360000.00,1.75%
24-05-2021,311.85,314.75,315.80,310.20,31960000.00,-0.40%
25-05-2021,315.25,315.55,319.00,313.85,37380000.00,1.09%
26-05-2021,315.50,316.10,320.00,314.80,28640000.00,0.08%
27-05-2021,318.60,317.05,323.45,316.55,49480000.00,0.98%
28-05-2021,318.75,322.65,324.50,316.50,26620000.00,0.05%
31-05-2021,318.75,318.70,319.75,312.10,30920000.00,0.00%
01-06-2021,318.10,319.20,325.70,317.30,32600000.00,-0.20%
02-06-2021,323.00,315.95,324.40,315.60,26320000.00,1.54%
03-06-2021,325.65,325.30,327.70,323.65,21410000.00,0.82%
04-06-2021,334.95,325.15,336.90,324.25,41280000.00,2.86%
07-06-2021,345.50,339.75,351.00,339.75,64990000.00,3.15%
08-06-2021,352.75,346.25,356.65,337.50,44110000.00,2.10%
09-06-2021,343.35,356.20,358.90,339.75,59330000.00,-2.66%
10-06-2021,344.75,345.20,347.85,342.40,24350000.00,0.41%
11-06-2021,350.75,346.00,352.90,344.35,36440000.00,1.74%
14-06-2021,355.95,350.05,357.90,341.10,38480000.00,1.48%
15-06-2021,352.70,355.75,360.75,351.50,35530000.00,-0.91%
16-06-2021,349.35,350.10,356.00,348.10,27550000.00,-0.95%
17-06-2021,345.65,348.40,352.90,342.25,29240000.00,-1.06%
18-06-2021,337.40,345.65,346.90,329.00,49440000.00,-2.39%
21-06-2021,334.30,330.90,335.80,326.20,29120000.00,-0.92%
22-06-2021,337.90,337.10,344.30,336.15,26710000.00,1.08%
23-06-2021,335.25,341.00,343.25,334.30,25740000.00,-0.78%
24-06-2021,334.65,335.00,337.40,333.35,15580000.00,-0.18%
25-06-2021,339.65,335.90,342.80,335.90,22430000.00,1.49%
28-06-2021,342.80,340.80,345.00,337.55,17840000.00,0.93%
29-06-2021,341.55,342.65,346.50,339.60,22460000.00,-0.36%
30-06-2021,339.60,342.00,345.35,338.85,18280000.00,-0.57%
01-07-2021,344.25,341.50,347.40,341.20,27940000.00,1.37%
02-07-2021,344.90,345.30,345.55,340.50,18300000.00,0.19%
05-07-2021,346.10,347.05,350.10,344.00,18400000.00,0.35%
06-07-2021,316.90,348.00,358.20,311.50,164080000.00,-8.44%
07-07-2021,317.10,316.00,319.10,306.25,112180000.00,0.06%
08-07-2021,306.35,314.80,314.80,305.00,87360000.00,-3.39%
09-07-2021,306.30,305.80,308.85,301.85,48810000.00,-0.02%
12-07-2021,307.45,310.80,312.00,306.10,32280000.00,0.38%
13-07-2021,310.95,310.00,312.25,308.15,25740000.00,1.14%
14-07-2021,309.55,310.00,313.30,308.65,21860000.00,-0.45%
15-07-2021,310.25,310.50,312.85,307.60,23620000.00,0.23%
16-07-2021,311.25,311.10,315.45,310.50,25150000.00,0.32%
19-07-2021,308.85,308.95,310.30,306.00,21350000.00,-0.77%
20-07-2021,302.15,307.00,308.00,301.05,27670000.00,-2.17%
22-07-2021,302.55,305.50,307.45,301.05,21340000.00,0.13%
23-07-2021,295.55,300.50,301.90,295.00,33440000.00,-2.31%
26-07-2021,293.15,295.00,297.00,291.00,27500000.00,-0.81%
27-07-2021,291.40,293.00,297.65,288.60,55130000.00,-0.60%
28-07-2021,284.45,290.00,290.90,283.60,36140000.00,-2.39%
29-07-2021,292.90,287.55,295.40,287.55,57730000.00,2.97%
30-07-2021,293.95,294.00,300.00,293.25,30590000.00,0.36%
02-08-2021,296.85,299.15,299.40,295.60,19270000.00,0.99%
03-08-2021,303.70,298.50,304.50,297.70,31060000.00,2.31%
04-08-2021,298.15,304.75,306.45,297.20,26190000.00,-1.83%
