Date,Price,Open,High,Low,Vol.,Change %
14-08-2024,1062.35,1057.00,1067.05,1047.00,8210000.00,0.84%
16-08-2024,1098.35,1072.00,1099.95,1070.00,11440000.00,3.39%
19-08-2024,1087.70,1105.90,1107.00,1085.00,6910000.00,-0.97%
20-08-2024,1086.90,1097.00,1098.05,1082.05,5630000.00,-0.07%
21-08-2024,1085.20,1089.00,1095.30,1083.30,4870000.00,-0.16%
22-08-2024,1068.45,1090.00,1094.75,1064.95,9380000.00,-1.54%
23-08-2024,1085.15,1073.00,1092.60,1071.00,10180000.00,1.56%
26-08-2024,1092.40,1089.00,1103.35,1082.85,9420000.00,0.67%
27-08-2024,1077.25,1093.05,1096.65,1075.00,8810000.00,-1.39%
28-08-2024,1074.55,1082.95,1088.70,1070.10,8150000.00,-0.25%
29-08-2024,1121.65,1079.05,1142.00,1066.00,40660000.00,4.38%
30-08-2024,1111.35,1113.95,1115.00,1097.45,17650000.00,-0.92%
02-09-2024,1092.65,1105.00,1105.00,1087.35,8120000.00,-1.68%
03-09-2024,1085.10,1097.60,1100.00,1082.20,5090000.00,-0.69%
04-09-2024,1080.45,1079.00,1085.00,1072.10,4670000.00,-0.43%
05-09-2024,1069.15,1081.00,1085.85,1066.95,7900000.00,-1.05%
06-09-2024,1049.35,1068.80,1072.95,1040.50,8720000.00,-1.85%
09-09-2024,1038.70,1049.35,1049.95,1026.25,7210000.00,-1.01%
10-09-2024,1035.80,1049.00,1049.00,1032.20,6920000.00,-0.28%
11-09-2024,976.30,1000.00,1011.55,971.25,36140000.00,-5.74%
12-09-2024,986.15,976.30,988.00,958.00,25680000.00,1.01%
13-09-2024,992.10,994.90,1006.00,988.00,13200000.00,0.60%
16-09-2024,988.40,997.00,999.90,984.50,5840000.00,-0.37%
17-09-2024,974.95,995.00,995.00,960.00,44520000.00,-1.36%
18-09-2024,962.05,978.20,983.70,957.15,12040000.00,-1.32%
19-09-2024,967.00,970.40,978.95,956.35,13470000.00,0.51%
20-09-2024,970.85,967.00,977.50,949.20,16760000.00,0.40%
23-09-2024,971.80,973.50,979.20,966.05,10250000.00,0.10%
24-09-2024,977.30,974.00,985.00,972.60,12760000.00,0.57%
25-09-2024,963.60,982.40,982.50,959.25,12960000.00,-1.40%
26-09-2024,993.15,970.80,994.95,965.60,21640000.00,3.07%
27-09-2024,993.00,996.00,1000.40,989.15,10360000.00,-0.02%
30-09-2024,974.65,993.00,996.95,971.80,12230000.00,-1.85%
01-10-2024,965.20,976.90,984.50,958.90,10090000.00,-0.97%
03-10-2024,925.70,939.00,950.15,925.00,24420000.00,-4.09%
04-10-2024,930.75,930.00,949.20,920.00,19190000.00,0.55%
07-10-2024,927.85,942.00,944.45,915.00,11770000.00,-0.31%
08-10-2024,919.80,916.00,924.80,893.85,21180000.00,-0.87%
09-10-2024,939.15,926.80,948.45,925.50,11560000.00,2.10%
10-10-2024,928.50,933.75,943.60,912.35,13250000.00,-1.13%
11-10-2024,930.70,932.00,937.00,928.50,4460000.00,0.24%
14-10-2024,928.25,930.00,940.00,925.35,5740000.00,-0.26%
15-10-2024,917.30,932.95,935.35,913.00,9060000.00,-1.18%
16-10-2024,907.45,917.05,923.00,900.00,10300000.00,-1.07%
17-10-2024,891.60,914.95,914.95,890.05,13860000.00,-1.75%
18-10-2024,910.15,894.30,917.70,886.80,11530000.00,2.08%
21-10-2024,903.30,912.05,917.65,898.10,7390000.00,-0.75%
22-10-2024,879.50,905.00,906.10,875.25,13620000.00,-2.63%
23-10-2024,877.65,879.00,885.60,863.30,10550000.00,-0.21%
24-10-2024,880.00,875.25,890.00,875.25,7230000.00,0.27%
25-10-2024,864.30,883.90,885.75,857.30,10870000.00,-1.78%
28-10-2024,878.45,867.85,886.75,860.20,7110000.00,1.64%
29-10-2024,842.75,880.25,882.50,825.70,26820000.00,-4.06%
30-10-2024,840.20,846.00,853.60,838.05,12930000.00,-0.30%
31-10-2024,834.05,843.85,843.85,831.85,11900000.00,-0.73%
01-11-2024,843.45,847.95,847.95,840.00,2900000.00,1.13%
04-11-2024,824.10,840.00,844.45,814.50,15510000.00,-2.29%
05-11-2024,835.65,821.50,843.60,820.40,10220000.00,1.40%
06-11-2024,839.70,843.90,843.90,826.00,10580000.00,0.48%
07-11-2024,819.75,841.00,842.75,817.30,13240000.00,-2.38%
08-11-2024,805.45,821.95,822.00,801.10,16070000.00,-1.74%
11-11-2024,804.70,801.00,831.45,792.00,27590000.00,-0.09%
12-11-2024,784.85,806.00,813.10,783.05,16530000.00,-2.47%
13-11-2024,786.25,787.00,792.65,775.55,14670000.00,0.18%
14-11-2024,774.30,786.60,792.00,772.00,11740000.00,-1.52%
18-11-2024,771.90,778.00,781.75,759.20,17050000.00,-0.31%
19-11-2024,783.20,771.90,799.90,771.90,14010000.00,1.46%
21-11-2024,773.85,784.95,785.95,766.25,14190000.00,-1.19%
22-11-2024,791.00,775.00,794.00,775.00,14540000.00,2.22%
25-11-2024,796.60,808.05,810.20,793.65,15190000.00,0.71%
26-11-2024,783.00,797.15,801.80,780.15,10310000.00,-1.71%
27-11-2024,783.95,785.05,791.90,779.10,10010000.00,0.12%
28-11-2024,779.45,783.00,792.55,778.00,10940000.00,-0.57%
29-11-2024,786.45,779.50,789.40,777.05,10360000.00,0.90%
02-12-2024,790.05,787.30,796.75,785.00,8430000.00,0.46%
03-12-2024,801.25,795.00,806.00,790.00,9870000.00,1.42%
04-12-2024,788.10,805.00,806.00,784.05,12390000.00,-1.64%
05-12-2024,792.55,793.00,797.50,781.00,12170000.00,0.56%
06-12-2024,816.80,793.00,818.85,785.30,19720000.00,3.06%
09-12-2024,798.75,816.80,820.35,797.00,15570000.00,-2.21%
10-12-2024,799.90,804.80,810.45,797.45,13110000.00,0.14%
11-12-2024,799.10,802.90,806.95,798.20,7760000.00,-0.10%
12-12-2024,786.35,799.20,802.00,785.50,10600000.00,-1.60%
13-12-2024,790.30,789.00,792.50,775.00,14100000.00,0.50%
16-12-2024,784.80,791.40,793.95,783.00,10020000.00,-0.70%
17-12-2024,779.75,785.50,796.35,778.00,10270000.00,-0.64%
18-12-2024,755.70,774.00,774.25,754.00,19090000.00,-3.08%
19-12-2024,744.05,744.45,755.80,741.40,17120000.00,-1.54%
20-12-2024,724.05,744.30,749.55,721.50,17960000.00,-2.69%
23-12-2024,722.20,733.70,734.40,717.70,9650000.00,-0.26%
24-12-2024,736.10,723.50,745.30,722.50,12550000.00,1.92%
26-12-2024,740.80,736.10,747.80,735.55,9340000.00,0.64%
27-12-2024,750.50,749.00,766.85,745.70,15840000.00,1.31%
30-12-2024,733.65,753.90,754.90,730.70,17440000.00,-2.25%
31-12-2024,740.15,733.65,743.40,732.75,7090000.00,0.89%
01-01-2025,749.25,740.45,751.10,736.00,7790000.00,1.23%
02-01-2025,765.05,759.30,767.35,749.35,15290000.00,2.11%
03-01-2025,790.40,768.00,800.60,761.45,24770000.00,3.31%
06-01-2025,776.25,797.70,797.70,765.30,16950000.00,-1.79%
07-01-2025,793.25,776.00,796.95,772.50,15550000.00,2.19%
08-01-2025,794.95,792.60,797.00,781.65,11860000.00,0.21%
09-01-2025,780.10,800.00,810.00,769.45,17950000.00,-1.87%
10-01-2025,774.65,780.05,787.95,766.80,11140000.00,-0.70%
13-01-2025,751.00,769.00,773.55,748.80,12230000.00,-3.05%
14-01-2025,770.50,751.50,779.00,751.50,11380000.00,2.60%
15-01-2025,763.60,771.00,785.00,756.05,10500000.00,-0.90%
16-01-2025,774.35,769.90,781.00,767.35,8680000.00,1.41%
17-01-2025,779.75,773.90,785.50,772.25,7010000.00,0.70%
20-01-2025,774.35,780.00,783.00,767.00,9960000.00,-0.69%
21-01-2025,760.75,775.00,786.65,758.40,11660000.00,-1.76%
22-01-2025,742.75,764.15,765.45,731.00,12420000.00,-2.37%
23-01-2025,752.50,742.75,759.70,739.80,7920000.00,1.31%
24-01-2025,734.10,750.05,754.15,732.20,9510000.00,-2.45%
27-01-2025,713.05,732.95,732.95,709.30,14120000.00,-2.87%
28-01-2025,728.25,716.50,740.85,707.50,16100000.00,2.13%
29-01-2025,752.50,731.50,755.00,726.55,12460000.00,3.33%
30-01-2025,696.85,709.00,710.70,683.20,59390000.00,-7.40%
31-01-2025,716.10,706.00,717.00,696.45,19160000.00,2.76%
01-02-2025,706.55,719.50,724.75,700.90,14090000.00,-1.33%
03-02-2025,687.45,700.00,700.00,686.00,17810000.00,-2.70%
04-02-2025,710.55,696.30,713.35,693.75,16790000.00,3.36%
05-02-2025,717.05,711.00,725.45,710.70,12910000.00,0.91%
06-02-2025,709.65,723.00,723.40,708.15,10020000.00,-1.03%
07-02-2025,706.75,711.00,715.95,703.10,12260000.00,-0.41%
10-02-2025,696.00,709.75,709.90,693.05,10980000.00,-1.52%
11-02-2025,677.75,696.00,697.00,675.10,11940000.00,-2.62%
12-02-2025,684.35,680.00,687.55,667.05,12310000.00,0.97%
13-02-2025,683.85,684.35,693.15,679.35,8490000.00,-0.07%
14-02-2025,680.65,685.95,690.95,669.15,9970000.00,-0.47%
17-02-2025,686.60,678.00,690.70,667.05,10310000.00,0.87%
18-02-2025,682.40,686.60,687.95,672.15,7810000.00,-0.61%
19-02-2025,681.00,681.75,690.95,675.05,9990000.00,-0.21%
20-02-2025,689.80,680.00,692.85,675.00,8670000.00,1.29%
21-02-2025,673.20,686.00,690.00,671.10,14580000.00,-2.41%
24-02-2025,668.25,670.00,676.60,666.00,8860000.00,-0.74%
25-02-2025,661.60,667.75,672.50,660.00,10250000.00,-1.00%
27-02-2025,648.55,662.00,665.00,645.65,12280000.00,-1.97%
28-02-2025,620.65,645.00,645.00,618.45,20480000.00,-4.30%
03-03-2025,621.15,620.65,626.85,606.30,18360000.00,0.08%
04-03-2025,619.20,613.45,629.15,613.00,11880000.00,-0.31%
05-03-2025,640.80,619.00,641.60,618.60,12370000.00,3.49%
06-03-2025,639.65,653.25,655.95,635.60,16990000.00,-0.18%
07-03-2025,648.30,640.00,651.50,635.00,10120000.00,1.35%
10-03-2025,648.15,648.30,654.25,643.35,10310000.00,-0.02%
11-03-2025,648.05,640.00,651.15,638.45,9530000.00,-0.02%
12-03-2025,668.30,654.50,671.90,652.25,18730000.00,3.12%
13-03-2025,655.50,670.65,671.85,649.60,14000000.00,-1.92%
17-03-2025,661.05,665.05,666.45,657.45,9170000.00,0.85%
18-03-2025,680.05,665.00,681.70,663.90,11240000.00,2.87%
19-03-2025,682.25,685.40,685.75,678.55,9340000.00,0.32%
20-03-2025,690.05,685.00,692.70,679.00,9710000.00,1.14%
21-03-2025,702.95,693.00,705.00,688.55,14820000.00,1.87%
24-03-2025,713.50,710.00,717.50,702.05,11670000.00,1.50%
25-03-2025,710.30,719.00,723.05,706.35,13620000.00,-0.45%
26-03-2025,708.25,710.30,717.85,707.00,9360000.00,-0.29%
27-03-2025,668.55,668.00,676.60,661.10,34240000.00,-5.61%
28-03-2025,674.45,671.85,684.95,669.30,16010000.00,0.88%
01-04-2025,671.85,670.55,681.85,665.75,9590000.00,-0.39%
02-04-2025,671.90,674.95,675.35,662.10,8030000.00,0.01%
03-04-2025,653.95,660.00,669.00,652.50,13470000.00,-2.67%
04-04-2025,613.85,650.00,650.00,610.00,26620000.00,-6.13%
07-04-2025,579.75,560.50,582.00,535.75,49460000.00,-5.56%
08-04-2025,588.85,591.20,606.60,584.20,20990000.00,1.57%
09-04-2025,582.90,588.00,594.90,581.05,17480000.00,-1.01%
11-04-2025,595.05,610.00,612.80,591.00,21060000.00,2.08%
15-04-2025,622.20,614.00,628.30,612.65,19720000.00,4.56%
16-04-2025,616.05,625.00,625.00,613.60,12320000.00,-0.99%
17-04-2025,621.55,616.05,627.00,608.25,14340000.00,0.89%
21-04-2025,630.05,624.60,635.75,620.20,12790000.00,1.37%
22-04-2025,630.85,630.25,633.95,626.20,10290000.00,0.13%
23-04-2025,659.90,635.95,661.50,633.35,23390000.00,4.60%
24-04-2025,668.35,660.10,671.00,660.10,15170000.00,1.28%
25-04-2025,655.25,668.35,673.00,651.50,13210000.00,-1.96%
28-04-2025,668.15,654.30,669.60,652.55,10240000.00,1.97%
29-04-2025,665.60,671.45,682.90,661.60,13750000.00,-0.38%
30-04-2025,644.25,667.00,667.00,641.10,19490000.00,-3.21%
02-05-2025,652.00,641.00,661.35,635.55,13140000.00,1.20%
05-05-2025,661.55,662.95,666.65,655.85,8870000.00,1.46%
06-05-2025,648.20,661.55,663.20,645.50,12720000.00,-2.02%
07-05-2025,680.30,642.00,682.50,641.15,30390000.00,4.95%
08-05-2025,682.85,700.00,704.50,677.20,29320000.00,0.37%
09-05-2025,708.50,667.50,711.00,666.00,40180000.00,3.76%
12-05-2025,720.80,728.00,732.00,711.20,20130000.00,1.74%
13-05-2025,707.70,720.80,726.00,703.25,16130000.00,-1.82%
14-05-2025,698.95,690.00,708.00,686.00,31510000.00,-1.24%
15-05-2025,728.10,698.75,729.80,696.15,28630000.00,4.17%
16-05-2025,730.70,730.00,742.00,725.55,20630000.00,0.36%
19-05-2025,729.50,732.00,738.10,728.00,10460000.00,-0.16%
20-05-2025,718.90,730.00,737.75,717.00,14470000.00,-1.45%
21-05-2025,726.80,719.00,729.50,718.00,9000000.00,1.10%
22-05-2025,717.45,725.00,725.00,710.65,10050000.00,-1.29%
23-05-2025,718.25,718.75,721.80,715.00,7920000.00,0.11%
26-05-2025,729.00,722.00,738.00,721.20,13020000.00,1.50%
27-05-2025,716.45,729.00,729.35,715.20,12220000.00,-1.72%
28-05-2025,717.95,720.00,722.00,716.20,7570000.00,0.21%
29-05-2025,724.45,724.50,728.70,720.00,8840000.00,0.91%
30-05-2025,719.50,724.45,728.55,712.50,14530000.00,-0.68%
02-06-2025,711.60,717.00,719.00,707.40,9710000.00,-1.10%
03-06-2025,703.85,715.00,718.35,702.30,9160000.00,-1.09%
04-06-2025,709.15,701.80,715.45,698.40,11290000.00,0.75%
05-06-2025,710.15,712.80,714.45,704.00,10200000.00,0.14%
06-06-2025,711.00,710.00,715.90,701.20,11980000.00,0.12%
09-06-2025,717.80,715.00,726.00,713.10,9900000.00,0.96%
10-06-2025,732.25,721.00,734.75,715.35,19150000.00,2.01%
11-06-2025,736.40,734.95,744.00,730.15,12630000.00,0.57%
12-06-2025,715.35,737.00,737.70,711.25,12590000.00,-2.86%
13-06-2025,712.05,700.00,714.95,698.30,10520000.00,-0.46%
16-06-2025,686.65,711.00,714.00,672.95,31250000.00,-3.57%
17-06-2025,674.75,686.10,686.15,672.00,17110000.00,-1.73%
18-06-2025,670.25,671.85,679.35,668.00,12560000.00,-0.67%
19-06-2025,672.30,670.25,676.30,666.65,10900000.00,0.31%
20-06-2025,676.20,673.40,678.80,670.10,11390000.00,0.58%
23-06-2025,671.25,670.00,676.00,666.10,10270000.00,-0.73%
24-06-2025,673.65,678.00,686.50,672.00,15360000.00,0.36%
25-06-2025,674.50,676.00,679.00,673.45,10460000.00,0.13%
26-06-2025,682.75,677.00,683.70,674.45,10100000.00,1.22%
27-06-2025,686.90,685.00,691.45,683.00,7200000.00,0.61%
